Abella de la Conca,275.77198381411,4,442.169847414151,4,717.941831228261,1282.655977658738,11
Abrera,10441.6016553212,95,0.0,0,10441.6016553212,61869.0345586172,292
Àger,1999.53936485909,32,427.980784702729,9,2427.520149561819,11814.20050566539,108
Agramunt,3645.6688287422,67,0.0,0,3645.6688287422,32927.1871149008,258
Aguilar de Segarra,758.412267905818,4,114.573031560144,2,872.985299465962,1053.842916199192,7
Agullana,0.0,0,0.0,0,0.0,6220.350550419985,51
Aiguafreda,649.520252779662,17,53.5433170487948,2,703.0635698284568,14650.921732202445,99
Aiguamúrcia,2411.77989991869,12,147.629613069722,4,2559.4095129884117,17956.5819373137,73
Aiguaviva,746.870662186135,7,71.6273611970435,1,818.4980233831784,11135.890096461286,62
Aitona,2893.0667163667,16,0.0,0,2893.0667163667,9197.99599966018,58
Alàs i Cerc,1771.62607399149,25,716.633813390381,11,2488.259887381871,4635.332545687501,52
Albanyà,0.0,0,0.0,0,0.0,1609.993290691441,23
Albatàrrec,875.495115618895,16,0.0,0,875.495115618895,9978.13049635153,54
Albesa,2126.26148144239,14,0.0,0,2126.26148144239,10519.6427679353,66
Albinyana,24.6964424708724,1,17.7297394203676,1,42.426181891240006,22757.86877250444,143
Albons,0.0,0,0.0,0,0.0,8417.23242182712,74
Alcanar,68.1786650563387,1,241.458286552453,2,309.6369516087917,59188.404519373915,378
Alcanó,802.365636304517,11,0.0,0,802.365636304517,2492.47158233935,27
Alcarràs,1615.46292617476,10,0.0,0,1615.46292617476,30253.7459072875,163
Alcoletge,4844.46395652714,47,0.0,0,4844.46395652714,18270.457778442,118
Alcover,1199.74232078177,18,393.171662749407,17,1592.913983531177,30392.20976627837,199
Aldover,0.0,0,0.0,0,0.0,2877.86690083936,28
Alella,1257.71649486017,26,1317.60794588678,7,2575.32444074695,61443.05416750863,291
Alfara de Carles,0.0,0,296.690414146497,10,296.690414146497,2485.56480970219,32
Alfarràs,3729.29564255939,39,0.0,0,3729.29564255939,11392.5541899668,93
Alfés,0.0,0,88.4939361260872,2,88.4939361260872,2743.6220008192377,27
Alforja,3327.13918793039,33,0.0,0,3327.13918793039,16033.467802702466,105
Algerri,673.886442895276,5,234.402390157246,6,908.288833052522,4371.30443681014,37
Alguaire,7234.28801300547,66,0.0,0,7234.28801300547,20067.4936207631,137
Alins,0.0,0,11.2874912909811,1,11.2874912909811,4351.51582910849,48
Alió,3660.92968408228,22,253.595395855483,7,3914.5250799377627,9203.24398717956,58
Almacelles,4236.511934804,32,0.0,0,4236.511934804,30945.1036137565,131
Almatret,1297.34231409554,5,0.0,0,1297.34231409554,3399.70348716836,24
Almenar,1975.88793598274,15,752.587851387069,9,2728.475787369809,17053.645087237608,127
Almoster,93.6545557431928,2,132.452628712218,4,226.1071844554108,10963.25932354635,64
Alòs de Balaguer,0.0,0,92.2118764218782,4,92.2118764218782,1906.79093791227,19
Alp,6709.73363302679,33,52.4628858226838,3,6762.196518849474,21428.131974461932,120
Alpens,602.827293714053,6,862.773648722448,12,1465.600942436501,3303.5193913926405,33
Alpicat,3558.25145938276,34,0.0,0,3558.25145938276,35833.958855514255,196
Altafulla,1749.9118554662,35,0.0,0,1749.9118554662,31569.137116380658,184
Alt Àneu,341.563111671906,10,1796.64536920506,26,2138.208480876966,8454.91432273373,134
Amer,836.197078892219,11,34.14597868322,2,870.343057575439,9272.19431465772,85
Amposta,458.618657092435,4,0.0,0,458.618657092435,88807.24582101688,429
Anglès,564.950863041407,6,515.632671125431,6,1080.583534166838,16615.04120937194,117
Anglesola,2589.34424621909,21,0.0,0,2589.34424621909,10417.105579710238,70
Arbeca,704.56769890953,16,76.1170561917198,2,780.6847551012498,21020.41527608552,131
Arbolí,0.0,0,188.947615449586,4,188.947615449586,867.179071670444,11
Arbúcies,5195.14301178207,21,0.0,0,5195.14301178207,24806.9796491554,116
